donation_id,person_id,email,first_name,last_name,phone,address,city,state,zip,donation_date,amount,donation_type,campaign,payment_method
D-00000022,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2021-07-08,11,recurring,SUSTAINER,ach
D-00000023,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2021-08-07,11,recurring,SUSTAINER,ach
D-00000024,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2021-09-06,11,recurring,SUSTAINER,credit_card
D-00000025,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2021-10-06,11,recurring,SUSTAINER,ach
D-00000026,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2021-11-05,11,recurring,SUSTAINER,ach
D-00000027,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2021-12-05,11,recurring,SUSTAINER,ach
D-00000028,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-01-04,11,recurring,SUSTAINER,credit_card
D-00000029,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-02-03,11,recurring,SUSTAINER,credit_card
D-00000030,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-03-05,11,recurring,SUSTAINER,credit_card
D-00000031,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-04-04,11,recurring,SUSTAINER,ach
D-00000032,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-05-04,11,recurring,SUSTAINER,credit_card
D-00000033,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-06-03,11,recurring,SUSTAINER,ach
D-00000034,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-07-03,11,recurring,SUSTAINER,ach
D-00000035,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-08-02,11,recurring,SUSTAINER,ach
D-00000036,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-09-01,11,recurring,SUSTAINER,credit_card
D-00000037,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-10-01,11,recurring,SUSTAINER,ach
D-00000038,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-10-31,11,recurring,SUSTAINER,ach
D-00000039,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-11-30,11,recurring,SUSTAINER,credit_card
D-00000040,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2022-12-30,11,recurring,SUSTAINER,ach
D-00000041,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-01-29,11,recurring,SUSTAINER,ach
D-00000042,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-02-28,11,recurring,SUSTAINER,ach
D-00000043,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-03-30,11,recurring,SUSTAINER,credit_card
D-00000044,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-04-29,11,recurring,SUSTAINER,ach
D-00000045,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-05-29,11,recurring,SUSTAINER,credit_card
D-00000046,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-06-28,11,recurring,SUSTAINER,credit_card
D-00000047,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-07-28,11,recurring,SUSTAINER,ach
D-00000048,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-08-27,11,recurring,SUSTAINER,ach
D-00000049,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-09-26,11,recurring,SUSTAINER,ach
D-00000050,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-10-26,11,recurring,SUSTAINER,ach
D-00000051,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-11-25,11,recurring,SUSTAINER,credit_card
D-00000052,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2023-12-25,11,recurring,SUSTAINER,credit_card
D-00000053,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-01-24,11,recurring,SUSTAINER,ach
D-00000054,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-02-23,11,recurring,SUSTAINER,credit_card
D-00000055,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-03-24,11,recurring,SUSTAINER,ach
D-00000056,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-04-23,11,recurring,SUSTAINER,ach
D-00000057,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-05-23,11,recurring,SUSTAINER,ach
D-00000058,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-06-22,11,recurring,SUSTAINER,ach
D-00000059,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-07-22,11,recurring,SUSTAINER,credit_card
D-00000060,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-08-21,11,recurring,SUSTAINER,credit_card
D-00000061,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-09-20,11,recurring,SUSTAINER,ach
D-00000062,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-10-20,11,recurring,SUSTAINER,ach
D-00000063,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-11-19,11,recurring,SUSTAINER,credit_card
D-00000064,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2024-12-19,11,recurring,SUSTAINER,credit_card
D-00000065,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2025-01-18,11,recurring,SUSTAINER,credit_card
D-00000066,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2025-02-17,11,recurring,SUSTAINER,ach
D-00000067,P-00000005,donald.moore44@yahoo.com,Donald,Moore,7732271741,1095 Congress Pkwy,Evanston,IL,60201,2025-03-19,11,recurring,SUSTAINER,credit_card
D-00000068,P-00000007,anthony.hall29@gmail.com,Anthony,Hall,3127556168,5563 Michigan Ave,Oak Park,IL,60302,2024-02-14,57,one_time,JOURNALISM,check
D-00000069,P-00000008,richard.taylor35@hotmail.com,Richard,Taylor,3123109818,5992 Monroe St,Chicago,IL,60615,2024-04-17,53,one_time,JOURNALISM,credit_card
D-00000070,P-00000008,richard.taylor35@hotmail.com,Richard,Taylor,3123109818,5992 Monroe St,Chicago,IL,60615,2023-08-08,90,one_time,RADIO,credit_card
D-00000071,P-00000009,david.rodriguez12@yahoo.com,David,Rodriguez,3125545583,2554 Fullerton Ave,Chicago,IL,60615,2020-10-12,228,one_time,EOY23,credit_card
D-00000072,P-00000009,david.rodriguez12@yahoo.com,David,Rodriguez,3125545583,2554 Fullerton Ave,Chicago,IL,60615,2022-08-02,176,one_time,RADIO,paypal
D-00000073,P-00000012,ashley.brown23@comcast.net,Ashley,Brown,8474344014,3342 Belmont Ave,Chicago,IL,60657,2022-12-30,87,one_time,FALL23,credit_card
D-00000074,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-01-13,14,recurring,SUSTAINER,credit_card
D-00000075,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-02-12,14,recurring,SUSTAINER,credit_card
D-00000076,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-03-13,14,recurring,SUSTAINER,ach
D-00000077,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-04-12,14,recurring,SUSTAINER,ach
D-00000078,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-05-12,14,recurring,SUSTAINER,credit_card
D-00000079,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-06-11,14,recurring,SUSTAINER,ach
D-00000080,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-07-11,14,recurring,SUSTAINER,credit_card
D-00000081,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-08-10,14,recurring,SUSTAINER,credit_card
D-00000082,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-09-09,14,recurring,SUSTAINER,ach
D-00000083,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-10-09,14,recurring,SUSTAINER,ach
D-00000084,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-11-08,14,recurring,SUSTAINER,credit_card
D-00000085,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2020-12-08,14,recurring,SUSTAINER,ach
D-00000086,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-01-07,14,recurring,SUSTAINER,ach
D-00000087,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-02-06,14,recurring,SUSTAINER,credit_card
D-00000088,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-03-08,14,recurring,SUSTAINER,credit_card
D-00000089,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-04-07,14,recurring,SUSTAINER,credit_card
D-00000090,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-05-07,14,recurring,SUSTAINER,credit_card
D-00000091,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-06-06,14,recurring,SUSTAINER,credit_card
D-00000092,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-07-06,14,recurring,SUSTAINER,credit_card
D-00000093,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-08-05,14,recurring,SUSTAINER,ach
D-00000094,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-09-04,14,recurring,SUSTAINER,ach
D-00000095,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-10-04,14,recurring,SUSTAINER,credit_card
D-00000096,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-11-03,14,recurring,SUSTAINER,ach
D-00000097,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2021-12-03,14,recurring,SUSTAINER,ach
D-00000098,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-01-02,14,recurring,SUSTAINER,credit_card
D-00000099,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-02-01,14,recurring,SUSTAINER,ach
D-00000100,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-03-03,14,recurring,SUSTAINER,ach
D-00000101,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-04-02,14,recurring,SUSTAINER,credit_card
D-00000102,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-05-02,14,recurring,SUSTAINER,ach
D-00000103,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-06-01,14,recurring,SUSTAINER,ach
D-00000104,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-07-01,14,recurring,SUSTAINER,credit_card
D-00000105,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-07-31,14,recurring,SUSTAINER,ach
D-00000106,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-08-30,14,recurring,SUSTAINER,ach
D-00000107,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-09-29,14,recurring,SUSTAINER,ach
D-00000108,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-10-29,14,recurring,SUSTAINER,credit_card
D-00000109,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-11-28,14,recurring,SUSTAINER,credit_card
D-00000110,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2022-12-28,14,recurring,SUSTAINER,ach
D-00000111,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-01-27,14,recurring,SUSTAINER,ach
D-00000112,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-02-26,14,recurring,SUSTAINER,credit_card
D-00000113,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-03-28,14,recurring,SUSTAINER,credit_card
D-00000114,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-04-27,14,recurring,SUSTAINER,ach
D-00000115,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-05-27,14,recurring,SUSTAINER,credit_card
D-00000116,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-06-26,14,recurring,SUSTAINER,ach
D-00000117,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-07-26,14,recurring,SUSTAINER,ach
D-00000118,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-08-25,14,recurring,SUSTAINER,credit_card
D-00000119,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-09-24,14,recurring,SUSTAINER,credit_card
D-00000120,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-10-24,14,recurring,SUSTAINER,ach
D-00000121,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-11-23,14,recurring,SUSTAINER,ach
D-00000122,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2023-12-23,14,recurring,SUSTAINER,credit_card
D-00000123,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2024-01-22,14,recurring,SUSTAINER,ach
D-00000124,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2024-02-21,14,recurring,SUSTAINER,credit_card
D-00000125,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2024-03-22,14,recurring,SUSTAINER,credit_card
D-00000126,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2024-04-21,14,recurring,SUSTAINER,credit_card
D-00000127,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2024-05-21,14,recurring,SUSTAINER,credit_card
D-00000128,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2024-06-20,14,recurring,SUSTAINER,credit_card
D-00000129,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2024-07-20,14,recurring,SUSTAINER,ach
D-00000130,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2024-08-19,14,recurring,SUSTAINER,credit_card
D-00000131,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2024-09-18,14,recurring,SUSTAINER,credit_card
D-00000132,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2024-10-18,14,recurring,SUSTAINER,credit_card
D-00000133,P-00000013,lisa.ramirez42@sbcglobal.net,Lisa,Ramirez,8472575557,3727 Western Ave,Chicago,IL,60654,2024-11-17,14,recurring,SUSTAINER,credit_card
D-00000134,P-00000014,margaret.harris62@gmail.com,Margaret,Harris,3126895544,1406 Fullerton Ave,Chicago,IL,60647,2023-09-27,21,one_time,ONLINE,paypal
D-00000135,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2020-12-11,14,recurring,SUSTAINER,ach
D-00000136,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-01-10,14,recurring,SUSTAINER,ach
D-00000137,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-02-09,14,recurring,SUSTAINER,ach
D-00000138,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-03-11,14,recurring,SUSTAINER,credit_card
D-00000139,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-04-10,14,recurring,SUSTAINER,ach
D-00000140,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-05-10,14,recurring,SUSTAINER,ach
D-00000141,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-06-09,14,recurring,SUSTAINER,ach
D-00000142,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-07-09,14,recurring,SUSTAINER,ach
D-00000143,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-08-08,14,recurring,SUSTAINER,ach
D-00000144,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-09-07,14,recurring,SUSTAINER,credit_card
D-00000145,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-10-07,14,recurring,SUSTAINER,credit_card
D-00000146,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-11-06,14,recurring,SUSTAINER,credit_card
D-00000147,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2021-12-06,14,recurring,SUSTAINER,credit_card
D-00000148,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2022-01-05,14,recurring,SUSTAINER,credit_card
D-00000149,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2022-02-04,14,recurring,SUSTAINER,ach
D-00000150,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2022-03-06,14,recurring,SUSTAINER,credit_card
D-00000151,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2022-04-05,14,recurring,SUSTAINER,credit_card
D-00000152,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2022-05-05,14,recurring,SUSTAINER,ach
D-00000153,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2022-06-04,14,recurring,SUSTAINER,credit_card
D-00000154,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2022-07-04,14,recurring,SUSTAINER,credit_card
D-00000155,P-00000015,michael.hill72@sbcglobal.net,Michael,Hill,8475422880,763 Harrison St,Chicago,IL,60622,2022-08-03,14,recurring,SUSTAINER,credit_card
