subscription_id,person_id,email,first_name,last_name,phone,address,city,state,zip,subscription_type,monthly_rate,start_date,status
S-00000107,P-00000737,mharris@msn.com,Mark,Harris,7734337013,9704 Van Buren St,Chicago,IL,60647,DIGITAL,9.99,2020-10-25,cancelled
S-00000108,P-00000752,william.lopez63@outlook.com,William,Lopez,6305394203,2588 Van Buren St,Chicago,IL,60610,WEEKEND,14.99,2022-12-30,active
S-00000109,P-00000755,cmiller@sbcglobal.net,Charles,Miller,7732768407,672 Oak Park Ave,Chicago,IL,60622,WEEKEND,14.99,2021-03-26,active
S-00000110,P-00000760,jlee@yahoo.com,Jennifer,Lee,6302653005,1179 Dearborn St,Chicago,IL,60622,DIGITAL,9.99,2023-12-22,active
S-00000111,P-00000761,athomas@icloud.com,Amanda,Thomas,8729399122,7333 Harrison St,Chicago,IL,60615,WEEKEND,14.99,2022-09-13,cancelled
S-00000112,P-00000774,dorothy.wilson94@msn.com,Dorothy,Wilson,7738318898,4580 Cicero Ave,Evanston,IL,60201,WEEKEND,14.99,2021-12-06,active
S-00000113,P-00000777,kenneth.rodriguez83@comcast.net,Kenneth,Rodriguez,8477259471,5092 Ashland Ave,Chicago,IL,60622,DIGITAL,9.99,2023-11-06,cancelled
S-00000114,P-00000778,joshua.taylor86@att.net,Joshua,Taylor,8473603680,338 Western Ave,Evanston,IL,60201,WEEKEND,14.99,2021-02-16,cancelled
S-00000115,P-00000788,swalker@icloud.com,Sandra,Walker,3124742849,3303 Dearborn St,Chicago,IL,60601,WEEKEND,14.99,2021-10-26,active
S-00000116,P-00000793,jlewis@gmail.com,Jennifer,Lewis,7738458136,6402 Oak Park Ave,Oak Park,IL,60302,WEEKEND,14.99,2021-12-23,active
S-00000117,P-00000799,michael.baker81@outlook.com,Michael,Baker,3122644173,2668 Fullerton Ave,Chicago,IL,60622,WEEKEND,14.99,2023-08-12,active
S-00000118,P-00000803,eperez@icloud.com,Elizabeth,Perez,8474462511,7351 Harrison St,Evanston,IL,60201,DIGITAL,9.99,2021-01-02,active
S-00000119,P-00000805,ballen@aol.com,Brian,Allen,3122346365,5682 Franklin St,Chicago,IL,60654,WEEKEND,14.99,2021-10-31,cancelled
S-00000120,P-00000818,betty.taylor87@outlook.com,Betty,Taylor,8474452097,1503 Ashland Ave,Chicago,IL,60647,DAILY,24.99,2021-07-14,active
S-00000121,P-00000820,joshua.lewis47@aol.com,Joshua,Lewis,3126811303,4399 California Ave,Chicago,IL,60654,DAILY,24.99,2020-07-29,active
S-00000122,P-00000831,melissa.hill68@sbcglobal.net,Melissa,Hill,8473285362,8562 Wacker Dr,Chicago,IL,60610,WEEKEND,14.99,2023-11-22,active
S-00000123,P-00000835,gsanchez@outlook.com,George,Sanchez,8473760451,9361 Cicero Ave,Chicago,IL,60622,DIGITAL,9.99,2023-10-26,active
S-00000124,P-00000842,timothy.smith88@aol.com,Timothy,Smith,3128527872,356 Armitage Ave,Chicago,IL,60657,DIGITAL,9.99,2022-03-25,active
S-00000125,P-00000848,karen.scott54@comcast.net,Karen,Scott,3124682796,7169 Clark St,Chicago,IL,60622,WEEKEND,14.99,2023-07-24,cancelled
S-00000126,P-00000853,cmiller@msn.com,Charles,Miller,7737425148,2746 State St,Oak Park,IL,60302,DIGITAL,9.99,2021-08-18,active
S-00000127,P-00000860,bbrown@gmail.com,Betty,Brown,8724936642,9786 California Ave,Chicago,IL,60601,DIGITAL,9.99,2020-12-14,cancelled
S-00000128,P-00000866,lisa.hall30@yahoo.com,Lisa,Hall,8479214491,7904 Wacker Dr,Chicago,IL,60647,WEEKEND,14.99,2022-12-06,active
S-00000129,P-00000868,paul.davis16@icloud.com,Paul,Davis,8473854135,1506 Oak Park Ave,Chicago,IL,60614,DIGITAL,9.99,2022-01-29,cancelled
S-00000130,P-00000869,dorothy.lopez73@hotmail.com,Dorothy,Lopez,6309173192,6349 Ashland Ave,Chicago,IL,60601,WEEKEND,14.99,2022-12-01,active
S-00000131,P-00000872,kadams@icloud.com,Kevin,Adams,6307523229,6069 Oak Park Ave,Chicago,IL,60622,DIGITAL,9.99,2023-10-21,active
S-00000132,P-00000874,paul.walker12@att.net,Paul,Walker,3122413285,2489 State St,Chicago,IL,60647,DIGITAL,9.99,2021-08-08,active
S-00000133,P-00000876,wrodriguez@yahoo.com,William,Rodriguez,8471903057,1246 Michigan Ave,Chicago,IL,60601,DIGITAL,9.99,2021-10-02,active
S-00000134,P-00000881,paul.perez56@sbcglobal.net,Paul,Perez,3123873382,8126 Dearborn St,Chicago,IL,60654,DIGITAL,9.99,2023-04-14,active
S-00000135,P-00000886,janderson@outlook.com,Joshua,Anderson,6303903561,8706 Michigan Ave,Chicago,IL,60615,DIGITAL,9.99,2023-09-11,active
S-00000136,P-00000887,matthew.flores67@comcast.net,Matthew,Flores,6307965410,9330 Wacker Dr,Chicago,IL,60610,DIGITAL,9.99,2020-01-02,active
S-00000137,P-00000911,michael.taylor79@yahoo.com,Michael,Taylor,6307945685,7271 Central Ave,Chicago,IL,60654,DIGITAL,9.99,2024-01-14,cancelled
S-00000138,P-00000914,dwright@aol.com,Daniel,Wright,8726082070,8624 Diversey Pkwy,Evanston,IL,60201,DIGITAL,9.99,2021-04-01,active
S-00000139,P-00000917,mark.campbell97@outlook.com,Mark,Campbell,6304695611,8155 Harrison St,Chicago,IL,60615,PREMIUM,34.99,2021-08-28,active
S-00000140,P-00000926,george.johnson31@yahoo.com,George,Johnson,3125209229,4967 Cermak Rd,Chicago,IL,60615,DAILY,24.99,2023-04-22,active
S-00000141,P-00000928,elizabeth.lewis52@hotmail.com,Elizabeth,Lewis,7739584036,8352 Belmont Ave,Oak Park,IL,60302,DIGITAL,9.99,2020-11-09,active
S-00000142,P-00000936,emily.mitchell97@comcast.net,Emily,Mitchell,7737153283,4953 Kedzie Ave,Chicago,IL,60610,WEEKEND,14.99,2022-10-18,active
S-00000143,P-00000948,elizabeth.walker17@yahoo.com,Elizabeth,Walker,8472079229,2900 Kedzie Ave,Chicago,IL,60622,DIGITAL,9.99,2023-01-18,active
S-00000144,P-00000962,lisa.campbell76@gmail.com,Lisa,Campbell,6305151538,7987 Diversey Pkwy,Chicago,IL,60657,PREMIUM,34.99,2020-12-02,cancelled
S-00000145,P-00000974,klewis@gmail.com,Kenneth,Lewis,8471287249,6735 Wells St,Chicago,IL,60614,WEEKEND,14.99,2022-05-12,cancelled
S-00000146,P-00000976,rmartin@gmail.com,Robert,Martin,6307371332,688 Armitage Ave,Evanston,IL,60201,WEEKEND,14.99,2023-03-06,active
S-00000147,P-00000996,bthompson@sbcglobal.net,Betty,Thompson,8721699438,6842 California Ave,Evanston,IL,60201,PREMIUM,34.99,2023-08-06,active
S-00000148,P-00001014,llopez@yahoo.com,Lisa,Lopez,7738251204,8876 Congress Pkwy,Chicago,IL,60647,WEEKEND,14.99,2022-12-08,active
S-00000149,P-00001017,kcampbell@gmail.com,Karen,Campbell,8479145618,7499 Wells St,Chicago,IL,60654,DIGITAL,9.99,2023-09-28,cancelled
S-00000150,P-00001022,kevin.gonzalez94@sbcglobal.net,Kevin,Gonzalez,7736023331,9717 LaSalle St,Chicago,IL,60654,PREMIUM,34.99,2020-01-13,active
S-00000151,P-00001026,barbara.campbell5@comcast.net,Barbara,Campbell,8727778105,4766 Adams St,Chicago,IL,60654,PREMIUM,34.99,2021-08-20,active
S-00000152,P-00001031,barbara.gonzalez44@sbcglobal.net,Barbara,Gonzalez,8729304932,2172 Roosevelt Rd,Chicago,IL,60610,DIGITAL,9.99,2020-07-30,active
S-00000153,P-00001057,brian.sanchez48@yahoo.com,Brian,Sanchez,6304019332,4141 Archer Ave,Chicago,IL,60647,DAILY,24.99,2023-12-23,cancelled
S-00000154,P-00001064,jclark@outlook.com,Jennifer,Clark,8728213741,4164 Monroe St,Chicago,IL,60615,WEEKEND,14.99,2020-03-18,cancelled
S-00000155,P-00001071,michelle.thompson90@outlook.com,Michelle,Thompson,8726320218,7996 Wacker Dr,Chicago,IL,60610,PREMIUM,34.99,2021-02-15,active
S-00000156,P-00001074,emily.garcia38@icloud.com,Emily,Garcia,3126176367,3181 Madison St,Chicago,IL,60614,WEEKEND,14.99,2023-12-20,cancelled
S-00000157,P-00001084,margaret.mitchell40@msn.com,Margaret,Mitchell,8473751691,2667 Harrison St,Chicago,IL,60647,DAILY,24.99,2022-10-12,cancelled
S-00000158,P-00001098,matthew.campbell71@outlook.com,Matthew,Campbell,8471185639,2658 Western Ave,Chicago,IL,60601,WEEKEND,14.99,2021-05-17,active
S-00000159,P-00001108,jhernandez@comcast.net,James,Hernandez,6306342479,1485 Archer Ave,Chicago,IL,60647,WEEKEND,14.99,2023-07-08,active
S-00000160,P-00001114,nhill@hotmail.com,Nancy,Hill,3122497060,3859 Kedzie Ave,Chicago,IL,60657,DIGITAL,9.99,2022-10-10,cancelled
S-00000161,P-00001115,mjackson@icloud.com,Michelle,Jackson,8725400726,8749 Clark St,Chicago,IL,60657,WEEKEND,14.99,2022-11-14,active
S-00000162,P-00001116,djackson@msn.com,Dorothy,Jackson,3126798089,1061 Jackson Blvd,Chicago,IL,60615,WEEKEND,14.99,2021-07-18,active
S-00000163,P-00001128,kevin.miller4@yahoo.com,Kevin,Miller,8725250050,8487 Wells St,Chicago,IL,60657,DAILY,24.99,2021-08-11,active
S-00000164,P-00001131,cmiller@gmail.com,Charles,Miller,6303885364,9823 Harlem Ave,Chicago,IL,60654,DIGITAL,9.99,2020-08-02,active
S-00000165,P-00001136,joshua.thompson76@sbcglobal.net,Joshua,Thompson,8728356505,1351 Harrison St,Chicago,IL,60647,DAILY,24.99,2023-06-26,active
S-00000166,P-00001138,thomas.hill5@msn.com,Thomas,Hill,8471778639,1626 Madison St,Chicago,IL,60601,DIGITAL,9.99,2020-10-18,active
S-00000167,P-00001139,trivera@gmail.com,Thomas,Rivera,8472354832,1996 Armitage Ave,Chicago,IL,60614,WEEKEND,14.99,2020-09-07,active
S-00000168,P-00001143,joseph.thompson92@msn.com,Joseph,Thompson,8729222496,4389 Fullerton Ave,Oak Park,IL,60302,DAILY,24.99,2021-02-03,active
S-00000169,P-00001147,ashley.thompson80@aol.com,Ashley,Thompson,8727015673,4190 Harrison St,Chicago,IL,60601,DIGITAL,9.99,2023-11-05,active
S-00000170,P-00001151,mary.campbell51@msn.com,Mary,Campbell,6302203049,7871 Cicero Ave,Evanston,IL,60201,PREMIUM,34.99,2023-12-10,active
